platform,source_url,source_kind,language,review_date,rating,review_id,bath_area_tags,signal_tags,caution_tags,onsen_related,short_paraphrase,original_keywords,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2021/4/20,5 5,jalan-023,room_open_air_bath;private_bath,room_bath_hot_spring;private_bath_experience;water_texture;weak_onsen_feeling,,True,"Jalan ja 표본: 객실 내탕/노천탕 이용 맥락, 프라이빗/대절탕 맥락이 확인됨.",노천탕/露天;내탕/内湯;貸切/가족탕;온천/温泉,negative,negative_signal_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2021/2/26,5 5,jalan-024,room_open_air_bath;private_bath,room_bath_hot_spring;private_bath_experience;water_texture,temperature_access_cleanliness,True,"Jalan ja 표본: 객실 내탕/노천탕 이용 맥락, 프라이빗/대절탕 맥락이 확인됨.",노천탕/露天;내탕/内湯;온천/温泉;온도/湯加減,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2021/1/12,5 5,jalan-025,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉;온도/湯加減,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/12/2,5 5,jalan-026,room_open_air_bath,room_bath_hot_spring;booking_confusion,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/11/18,5 5,jalan-027,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/11/10,5 5,jalan-028,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/11/4,5 5,jalan-029,room_open_air_bath,room_bath_hot_spring;booking_confusion,temperature_access_cleanliness,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/10/29,5 5,jalan-030,room_open_air_bath,room_bath_hot_spring;booking_confusion,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉;예약/거리/송영,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/10/26,4 4,jalan-031,room_open_air_bath;open_air_public_bath,room_bath_hot_spring;public_bath_hot_spring,temperature_access_cleanliness,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;대욕장/공용;온천/温泉,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/9/10,5 5,jalan-032,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/9/1,5 5,jalan-033,room_open_air_bath,room_bath_hot_spring,temperature_access_cleanliness,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/8/15,5 5,jalan-034,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/7/14,5 5,jalan-035,room_open_air_bath,room_bath_hot_spring,temperature_access_cleanliness,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/4/2,4 4,jalan-036,room_open_air_bath,room_bath_hot_spring;booking_confusion,temperature_access_cleanliness,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/,direct_fetch_existing_jalan,ja,2020/3/20,5 5,jalan-037,room_open_air_bath;private_bath,room_bath_hot_spring;private_bath_experience,,True,"Jalan ja 표본: 객실 내탕/노천탕 이용 맥락, 프라이빗/대절탕 맥락이 확인됨.",노천탕/露天;내탕/内湯;온천/温泉,positive,body_positive,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/12/25,5 5,jalan-038,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/10/24,3 3,jalan-039,room_open_air_bath,room_bath_hot_spring;crowding;booking_confusion,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉;예약/거리/송영,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/9/22,3 3,jalan-040,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/9/2,5 5,jalan-041,private_bath,private_bath_experience,,True,Jalan ja 표본: 프라이빗/대절탕 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,body_positive,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/8/10,5 5,jalan-042,room_open_air_bath,room_bath_hot_spring;booking_confusion,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/8/7,4 4,jalan-043,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/5/7,5 5,jalan-044,room_open_air_bath;open_air_public_bath,room_bath_hot_spring;public_bath_hot_spring;booking_confusion,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;대욕장/공용;온천/温泉;예약/거리/송영,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/4/24,5 5,jalan-045,room_open_air_bath,room_bath_hot_spring;crowding,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/3/5,5 5,jalan-046,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2019/1/21,5 5,jalan-047,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2018/11/28,4 4,jalan-048,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2018/8/22,5 5,jalan-049,room_open_air_bath,room_bath_hot_spring;booking_confusion,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2018/6/3,4 4,jalan-050,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2018/4/5,3 3,jalan-051,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2017/9/19,5 5,jalan-052,room_open_air_bath,room_bath_hot_spring;booking_confusion,temperature_access_cleanliness,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2017/9/15,5 5,jalan-053,open_air_public_bath;private_bath,public_bath_hot_spring;private_bath_experience,,True,Jalan ja 표본: 프라이빗/대절탕 맥락이 확인됨.,노천탕/露天;대욕장/공용;온천/温泉,positive,body_positive,high,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2017/4/29,5 5,jalan-054,room_open_air_bath,room_bath_hot_spring;water_texture;booking_confusion,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉;예약/거리/송영,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2017/3/24,5 5,jalan-055,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2017/1/2,4 4,jalan-056,room_open_air_bath,booking_confusion;room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;예약/거리/송영,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2016/12/4,4 4,jalan-057,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Jalan,https://www.jalan.net/yad312931/kuchikomi/archive/2.HTML,direct_fetch_existing_jalan,ja,2016/10/25,5 5,jalan-058,room_open_air_bath,room_bath_hot_spring,,True,Jalan ja 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-06-16,8.8,1132591858,public_bath;room_open_air_bath,booking_confusion;public_bath_hot_spring;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 공용탕 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;대욕장/공용;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-06-09,9.2,1130428537,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-05-31,9.6,1126057725,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-05-26,8.8,1124040982,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-04-21,9.2,1108787002,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-04-15,10.0,1106374229,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-04-15,8.8,1106262165,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-03-20,8.8,1085037013,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-03-15,9.2,1082527187,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-03-01,9.6,1079504892,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-01-12,9.6,1066950102,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2026-01-06,10.0,1064591270,room_bath;room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;내탕/内湯;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-12-09,9.6,1058092388,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-12-05,9.6,1057101035,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
